Part No,Description,Customer Name,U/M,Ship Qty,Unit Price,Unit Cost,Invoice Date,Year,Product Code,Salesperson,Type,Channel ,Month, Extended price
AF-109,"ASHOKA FRZ PARATHA ASLI PLAIN, (TRIANGULAR) 400g (5Pc)",SHIRIN MARKET,CS /24,2,48.004,33.94639286,2/5/2022,2022,ADFF-AFB,PRAKASH MANGALAMI - OTTAWA,Frozen ,Ethnic,22-Feb,44
AF-187,"ASHOKA FRZ TANDOORI NAAN PLAIN, 1275g (15 Pc)",SHIRIN MARKET,CS /8,1,48.004,37.30285714,2/5/2022,2022,ADFF-AFB,PRAKASH MANGALAMI - OTTAWA,Frozen ,Ethnic,22-Feb,48
AF-100,"ASHOKA FRZ TANDOORI NAAN PLAIN, 426g (5 Pc)",SHIRIN MARKET,CS /24,1,48.004,37.30285714,2/5/2022,2022,ADFF-AFB,PRAKASH MANGALAMI - OTTAWA,Frozen ,Ethnic,22-Feb,96.01
AF-167,"ASHOKA FRZ VEG. SPINACH, 310 g",SILK ROAD FOODS,CS /24,1,36,21.85714286,2/24/2022,2022,ADFF-AFV,PRAKASH MANGALAMI - OTTAWA,Frozen ,Ethnic,22-Feb,48
AP-013,"ASHOKA PICKLE MANGO IN OLIVE OIL, 300g",SINGH'S FARM (COTTRELLE),CS /12,1,27,18.67695652,2/17/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,48
AP-014,"ASHOKA PICKLE LIME IN OLIVE OIL, 300g",SINGH'S FARM (COTTRELLE),CS /12,1,27,16.78695652,2/17/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,36
AP-021,"ASHOKA PICKLE MIXED IN OLIVE OIL, 300g",SINGH'S FARM (COTTRELLE),CS /12,1,27,18.67695652,2/17/2022,2022,ADFD-PI,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",SINGH'S FARM INC. (EBNEZER),CS /20,1,39,25.02782609,2/3/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AG-005,"ASHOKA RTE PUNJABI CHOLE, 280g",SINGH'S FARM INC. (EBNEZER),CS/ 20,1,39,25.02782609,2/3/2022,2022,ADFD-RTE,TARMANROOP SANDHU,Dry,Ethnic,22-Feb,27
AF-201,"ASHOKA FRZ BAKED PANEER BHURJI PAV, 300g (4 Pcs)",SOBEY'S,CS /6,-2,23.1,17.028,2/28/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,39
AF-203,"ASHOKA FRZ PUNJABI DAHI VADA/ BHALLA (WITHOUT DAHI), 260g (10 Pcs)",SOBEY'S,CS /12,-1,35.2,23.83542857,2/28/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,39
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,48.3,41.4,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,-46.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,48.3,41.4,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,-35.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,3,53.13,41.8209,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,96.6
AF-201,"ASHOKA FRZ BAKED PANEER BHURJI PAV, 300g (4 Pcs)",SOBEY'S,CS /6,2,23.1,17.028,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,96.6
AF-203,"ASHOKA FRZ PUNJABI DAHI VADA/ BHALLA (WITHOUT DAHI), 260g (10 Pcs)",SOBEY'S,CS /12,1,35.2,23.83542857,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,159.39
AF-205,"ASHOKA FRZ BAKED PAV BHAJI, 300g (4 Pcs)",SOBEY'S,CS /6,2,23.1,17.028,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,46.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/24/2022,2022,ADFF-AFS,ABDUL BASIT FAROOQUI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,35.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/24/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,46.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/24/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,35.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,46.2
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,53.13,41.8209,2/18/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,3,53.13,42.3522,2/18/2022,2022,ADFF-AFS,SAGAR SEHGAL - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,53.13,42.3522,2/18/2022,2022,ADFF-AFS,SAGAR SEHGAL - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,48.3,41.4,2/17/2022,2022,ADFF-AFS,TALHA KHAWAJA - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,53.13,42.3522,2/14/2022,2022,ADFF-AFS,SAGAR SEHGAL - MAINSTREAM,Frozen ,Mainstream ,22-Feb,53.13
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/11/2022,2022,ADFF-AFS,AZIZ UL HUQ - MAINSTREAM,Frozen ,Mainstream ,22-Feb,159.39
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/11/2022,2022,ADFF-AFS,AZIZ UL HUQ - MAINSTREAM,Frozen ,Mainstream ,22-Feb,106.26
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/11/2022,2022,ADFF-AFS,AZIZ UL HUQ - MAINSTREAM,Frozen ,Mainstream ,22-Feb,96.6
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,4,53.13,42.3522,2/11/2022,2022,ADFF-AFS,SAGAR SEHGAL - MAINSTREAM,Frozen ,Mainstream ,22-Feb,53.13
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,48.3,41.4,2/9/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,2,54,41.42571429,2/9/2022,2022,ADFF-AFB,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,-2,48.3,41.4,2/9/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,-2,54,41.42571429,2/9/2022,2022,ADFF-AFB,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,212.52
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/9/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,96.6
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/9/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,108
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,53.13,41.8209,2/9/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,-96.6
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,2,59.4,42.00428571,2/9/2022,2022,ADFF-AFB,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,-108
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,3,54,41.42571429,2/9/2022,2022,ADFF-AFB,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/9/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,2,54,41.42571429,2/9/2022,2022,ADFF-AFB,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,106.26
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,48.3,41.4,2/9/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,118.8
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,1,54,41.42571429,2/8/2022,2022,ADFF-AFB,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,162
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/8/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,2,48.3,41.4,2/7/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,108
AF-195,"ASHOKA FRZ TANDOORI NAAN GARLIC, 1020g (12 Pc)",SOBEY'S,CS /8,3,54,41.42571429,2/5/2022,2022,ADFF-AFB,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,96.6
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,3,48.3,41.4,2/3/2022,2022,ADFF-AFS,AZIZ UL HUQ - MAINSTREAM,Frozen ,Mainstream ,22-Feb,54
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/3/2022,2022,ADFF-AFS,ABDUL BASIT FAROOQUI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,48.3
AF-183,"ASHOKA FRZ TIKKI PANEER WITH GREEN CHUT, 400g",SOBEY'S,CS/ 12,1,48.3,41.4,2/2/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,96.6
AG-022,"ASHOKA RTE PALAK PANEER, 280g",SOBEY'S,CS /10,-4,17.5,13.85543478,2/28/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,162
AG-019,"ASHOKA RTE NAVRATAN KORMA, 280g",SOBEY'S,PK /10,-4,17.5,13.85543478,2/28/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,144.9
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",SOBEY'S,PK /10,-4,17.5,13.85543478,2/28/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,48.3
AG-007,"ASHOKA RTE SHAHI RAJMA, 280g",SOBEY'S,CS /10,-4,17.5,13.85543478,2/28/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,48.3
AG-005,"ASHOKA RTE PUNJABI CHOLE, 280g",SOBEY'S,CS /10,-4,17.5,13.85543478,2/28/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,-70
AG-004,"ASHOKA RTE PAV BHAJI, 280g",SOBEY'S,CS /10,-4,17.5,13.85543478,2/28/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,-70
AG-022,"ASHOKA RTE PALAK PANEER, 280g",SOBEY'S,CS /10,4,17.5,13.85543478,2/25/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,-70
AG-019,"ASHOKA RTE NAVRATAN KORMA, 280g",SOBEY'S,PK /10,4,17.5,13.85543478,2/25/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,-70
AG-015,"ASHOKA RTE DAL MAKHANI, 280g",SOBEY'S,PK /10,4,17.5,13.85543478,2/25/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,-70
AG-007,"ASHOKA RTE SHAHI RAJMA, 280g",SOBEY'S,CS /10,4,17.5,13.85543478,2/25/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,-70
AG-005,"ASHOKA RTE PUNJABI CHOLE, 280g",SOBEY'S,CS /10,4,17.5,13.85543478,2/25/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,70
AG-004,"ASHOKA RTE PAV BHAJI, 280g",SOBEY'S,CS /10,4,17.5,13.85543478,2/25/2022,2022,ADFD-RTE,TAIMUR RASHID - MAINSTREAM,Dry,Mainstream ,22-Feb,70
AG-004,"ASHOKA RTE PAV BHAJI, 280g",SOBEY'S,CS /10,2,17.5,13.85543478,2/23/2022,2022,ADFD-RTE,TARMANROOP SANDHU - MAINSTREAM,Dry,Mainstream ,22-Feb,70
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,-2,39.9,31.806,2/28/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,-2,39.9,31.806,2/28/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,TALHA KHAWAJA - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,TALHA KHAWAJA - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,TALHA KHAWAJA - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,TALHA KHAWAJA - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,TALHA KHAWAJA - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,ABDUL BASIT FAROOQUI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,ABDUL BASIT FAROOQUI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,70
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/28/2022,2022,ADFF-AFS,ABDUL BASIT FAROOQUI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,35
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,-79.8
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,-79.8
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,2,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.45971429,2/26/2022,2022,ADFF-AFS,ABDUL BASIT FAROOQUI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,3,39.9,31.806,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,3,39.9,31.806,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,2,39.9,31.806,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,2,39.9,31.806,2/25/2022,2022,ADFF-AFS,TAIMUR RASHID - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,42,32.22,2/24/2022,2022,ADFF-AFS,SAGAR SEHGAL - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,42,32.22,2/24/2022,2022,ADFF-AFS,SAGAR SEHGAL - MAINSTREAM,Frozen ,Mainstream ,22-Feb,69.36
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,3,34.68,32.15331429,2/24/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,3,34.68,32.15331429,2/24/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,32.15331429,2/24/2022,2022,ADFF-AFS,PRAKASH MANGALAMI - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,119.7
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,119.7
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,79.8
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,79.8
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,38,31.43142857,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,79.8
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,38,31.43142857,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,79.8
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,-1,38,31.43142857,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,42
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,-1,38,31.43142857,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,42
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,104.04
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,104.04
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-119,"ASHOKA FRZ KATHI ROLL - PANEER BHURJI, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/23/2022,2022,ADFF-AFS,TARMANROOP SANDHU - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-121,"ASHOKA FRZ KATHI ROLL - PANEER MAKHANI, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/22/2022,2022,ADFF-AFS,AZIZ UL HUQ - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
AF-120,"ASHOKA FRZ KATHI ROLL - PANEER SCHEZWAN, 300g",SOBEY'S,CS /12,1,34.68,31.11291429,2/22/2022,2022,ADFF-AFS,AZIZ UL HUQ - MAINSTREAM,Frozen ,Mainstream ,22-Feb,34.68
